ISSN,IMPACT_FACTOR
0946-2716,4.938
1464-1801,1.462
1610-2940,1.507
0895-8696,2.454
0022-2852,1.834
0047-259X,1.0090000000000001
1555-130X,1.069
1617-1381,1.9709999999999999
1617-1381,1.9709999999999999
0373-4633,1.58
0038-2361,0.28800000000000003
1608-9685,0.35600000000000004
0995-3914,0.249
0281-3432,1.8090000000000002
0161-0457,0.9940000000000001
0161-0457,0.9940000000000001
0932-433X,1.215
0036-7281,0.377
2375-2548,11.511
2095-9273,4.136
1674-733X,2.188
1674-7305,3.085
1674-7348,2.7539999999999996
1674-7321,1.9380000000000002
0167-6423,0.74
0792-1233,0.619
1026-3098,0.475
2374-4731,1.183
1513-1874,0.447
0026-2692,1.3219999999999998
0026-2692,1.3219999999999998
0968-4328,1.7280000000000002
1387-1811,3.6489999999999996
1084-8045,3.991
1064-7570,1.75
1741-2560,3.92
0300-9564,2.7760000000000002
0953-8194,3.392
1051-2284,1.953
0165-5728,2.655
0022-3050,7.144
1557-0576,3.633
0022-3077,2.502
0022-3077,2.502
0895-0172,1.854
1748-6645,3.786
0150-9861,2.7060000000000004
0165-0270,2.668
0898-4921,3.238
1480-2422,0.243
0325-0075,0.405
0090-4341,2.421
1775-8785,0.145
0373-2029,0.938
0003-9985,3.658
1381-3455,1.806
0883-9417,1.133
0003-9527,2.448
0570-7358,1.2
1059-910X,1.087
2055-7434,5.071000000000001
2055-7434,5.071000000000001
0266-6138,1.787
0882-7508,2.117
1787-2405,0.585
1940-1736,0.925
1383-469X,2.497
0217-7323,1.308
0332-7353,0.667
0965-0393,1.7930000000000001
0965-0393,1.7930000000000001
0021-4795,0.057
0737-4038,10.217
1073-6085,1.815
0303-7207,3.563
0303-7207,3.563
1542-1406,0.633
1381-1991,2.229
1381-1991,2.229
1096-7192,3.7739999999999996
1360-9947,3.449
0125-1562,0.8170000000000001
0093-3651,0.039
0895-0695,3.734
0381-7032,0.18600000000000003
1855-3966,0.7929999999999999
1079-5642,6.086
0749-8063,4.33
1011-2367,1.2429999999999999
1364-5021,2.41
1611-2490,1.379
0269-5022,2.508
0269-5022,2.508
1526-0542,2.354
0304-3959,5.559
0030-9923,0.547
1867-1594,1.229
0031-0182,2.375
0094-8373,2.4
1342-8144,0.7240000000000001
0191-6122,1.383
0141-9838,2.8360000000000003
1756-3305,3.1630000000000003
0080-8784,1.886
1063-7826,0.672
1084-9521,6.138
0037-1963,3.926
1863-2297,6.437
0146-0005,2.885
0924-4247,2.311
0925-4005,5.667000000000001
1424-8220,2.475
1383-5866,3.927
0149-6395,1.2
1661-5425,1.913
0148-5717,1.9809999999999999
0300-5267,0.223
1073-2322,3.005
1070-9622,1.857
1064-8275,2.046
0036-1445,4.886
2166-2525,1.37
1876-990X,1.246
1660-5527,1.974
1087-0792,10.602
1536-0121,1.4140000000000001
1076-1551,3.34
1750-1326,6.426
2041-1006,2.853
1744-8069,3.205
1529-7535,3.092
0736-8046,1.041
1093-5266,1.25
1399-543X,3.161
0749-5161,1.0659999999999998
0891-3668,2.305
0931-041X,2.627
1016-2291,0.8190000000000001
0179-0358,1.476
0031-4056,2.2880000000000003
1301-5680,0.20199999999999999
1300-011X,1.4340000000000002
1300-0128,0.489
1019-5149,0.775
1306-133X,1.492
0304-3991,2.929
0960-7692,5.654
0177-5537,0.6709999999999999
1573-062X,2.7439999999999998
1735-1308,0.88
0315-3681,0.267
1539-1663,2.71
1539-1663,2.71
0892-7022,1.449
1525-0016,7.007999999999999
1090-0535,2.219
1087-1640,0.9570000000000001
1087-1640,0.9570000000000001
1540-3459,2.2769999999999997
0148-639X,2.496
0267-8357,2.84
0027-5107,2.398
1383-5718,1.996
1383-5742,5.205
1314-4057,3.2689999999999997
0178-7888,2.8539999999999996
0028-1298,2.238
0027-7630,0.7759999999999999
1549-9634,6.5
1743-5889,5.005
1556-7265,3.111
2040-3364,7.233
2040-3364,7.233
2191-9089,1.9040000000000001
0301-1526,1.21
1016-6262,1.239
1467-2987,2.064
0749-0739,0.7909999999999999
0240-8759,0.475
1674-0769,2.3569999999999998
1999-4915,3.761
0952-5238,1.9269999999999998
1066-8888,2.6889999999999996
0042-8450,0.405
0196-9781,2.8510000000000004
0553-6626,0.636
0031-5982,0.28800000000000003
0031-5990,1.015
0031-5990,1.015
0048-3575,3.44
0965-5441,0.932
1744-6872,2.25
1470-269X,3.812
0933-7954,2.918
0894-4393,3.253
1432-7643,2.367
0038-0741,0.35
0038-0768,1.122
1801-5395,0.882
0038-092X,4.374
0038-1101,1.666
0926-2040,2.674
1541-0161,0.098
0091-3057,2.5380000000000003
0277-0008,3.196
0031-7144,1.016
0950-0839,1.194
1478-6435,1.632
1478-6435,1.632
1474-905X,2.9019999999999997
1474-905X,2.9019999999999997
0099-1112,3.15
1432-8364,1.085
1432-8364,1.085
0031-868X,1.9169999999999998
1569-4410,1.575
1747-6585,1.224
1747-6585,1.224
1061-4303,0.825
0250-8060,1.956
0043-1354,7.051
0378-4738,0.7829999999999999
1606-9749,0.674
0165-2125,1.723
2193-3081,0.7929999999999999
0890-037X,1.246
0890-037X,1.246
0923-4861,1.581
1080-6032,1.161
1080-6032,1.161
1559-4491,0.483
1095-4244,2.938
1095-4244,2.938
1226-6116,1.247
1939-5094,3.7089999999999996
2049-1948,3.943
1871-5192,1.8219999999999998
1527-6988,1.278
1476-1122,39.235
2058-5276,14.174000000000001
2058-8437,51.941
1759-4790,15.661
1759-4812,8.089
0028-0836,41.577
0894-069X,0.9890000000000001
0028-1522,1.3219999999999998
0099-5444,0.245
1661-7800,2.688
0028-2685,1.696
1526-744X,0.7440000000000001
1556-1801,1.187
1566-113X,2.695
0077-7757,0.614
0893-6080,7.197
1673-5374,2.234
0197-4580,4.454
0197-4580,4.454
1355-4794,0.92
1355-4794,0.92
0028-3835,5.024
1053-8119,5.426
1021-7401,2.238
1542-7390,2.887
0735-6161,0.7859999999999999
1007-9327,3.3
2287-4208,1.9809999999999999
0724-4983,2.9810000000000003
1257-5011,0.6609999999999999
1386-145X,1.15
1067-1927,2.952
0049-8254,1.857
0370-2693,4.254
1571-0645,13.783
1422-6944,0.625
2470-0010,4.394
0031-9007,8.839
1098-4402,1.844
2160-3308,14.385
0031-9023,2.5869999999999997
1541-308X,0.532
1063-7869,2.625
0307-6962,1.063
0967-3334,2.006
0885-5765,1.395
1548-9213,5.947
1874-3900,1.575
1568-7767,3.875
0584-8547,2.8539999999999996
1529-9430,3.1189999999999998
0888-4781,1.354
0112-1642,7.074
0038-9145,0.321
0038-9056,2.173
0167-7152,0.5329999999999999
1229-9367,3.594
1547-3287,3.315
1011-6125,1.6480000000000001
1436-3240,2.668
1436-3240,2.668
1025-3890,3.0469999999999997
1532-3005,1.661
1016-8664,0.621
1225-4568,2.191
1070-5511,3.531
1475-9217,3.798
1615-147X,2.8760000000000003
0969-2126,4.907
1539-2791,3.852
0733-8619,3.072
0470-8105,1.403
0960-8966,2.487
0305-1846,6.059
1179-3155,1.185
0369-9420,0.486
0143-4004,2.434
0032-0633,1.82
1880-8247,0.545
1126-3504,1.203
1342-4580,0.547
0179-9541,1.392
0721-7714,2.989
0167-6857,2.004
0167-6857,2.004
0921-9668,2.465
1940-3372,2.923
1940-3372,2.923
1598-2254,1.4069999999999998
1343-943X,0.875
1214-1178,1.421
0948-2393,0.24600000000000002
0948-2393,0.24600000000000002
0932-0784,1.4140000000000001
0340-1855,0.6970000000000001
0044-409X,0.42
0733-3188,0.9279999999999999
1557-1955,2.366
0919-6544,1.8869999999999998
0919-6544,1.8869999999999998
0174-304X,1.605
0028-3908,4.249
0987-7053,2.045
0090-2977,0.368
0959-4965,1.266
1673-7067,3.155
1073-8584,7.461
1092-0684,2.647
1387-6473,7.5
0028-8233,1.149
0114-0671,0.647
1462-2203,4.291
1462-2203,4.291
0952-3480,3.031
0736-2501,0.613
1434-6222,0.642
0029-4470,0.35100000000000003
1355-2198,0.696
0021-8928,0.461
1509-8117,0.55
1230-1485,1.12
1040-6638,2.0
0032-3896,2.17
1558-3724,6.69
1942-7891,1.295
1642-395X,1.4709999999999999
0032-5481,2.057
0925-5214,3.112
0032-5791,2.2159999999999997
2210-7789,2.011
2210-7789,2.011
1090-3127,2.269
1545-1151,1.8619999999999999
0095-4543,1.827
0081-6906,0.295
1082-6084,1.1320000000000001
0953-2048,2.861
0039-6109,1.9469999999999998
0960-7404,2.5580000000000003
1055-3207,3.178
1862-4065,3.855
2071-1050,2.075
0082-0598,0.929
2073-8994,1.256
0039-7911,1.3769999999999998
0379-6779,2.526
1362-1971,1.696
1939-6368,1.5819999999999999
0165-5752,1.273
0142-3312,1.579
0372-1426,0.5
1040-1334,1.2919999999999998
2056-6387,9.206
0953-7287,2.33
0033-0620,6.754
1005-281X,0.82
0301-0082,14.163
0079-6786,9.312999999999999
0033-0337,1.17
0721-3115,1.749
0270-4137,3.347
0309-3646,1.097
1741-0126,1.881
1046-5928,1.338
1323-1316,3.199
0033-2674,1.196
1778-3798,0.085
0168-583X,1.3230000000000002
0029-5639,0.82
1040-7782,2.4090000000000003
1040-7790,1.758
1070-5325,1.281
0029-599X,2.37
0954-4224,4.586
1662-4025,3.108
0029-7704,0.13
0029-7828,2.0140000000000002
0029-8018,2.214
1730-413X,0.461
1536-2310,2.37
2162-402X,5.502999999999999
2391-5455,0.831
0030-364X,2.263
0166-4972,4.802
0278-7407,3.583
0033-2917,5.475
0306-4530,4.731
0033-3174,3.81
0033-3182,2.5340000000000003
0737-1209,1.163
1368-9800,2.485
1558-8599,0.171
0033-5770,2.3209999999999997
0033-5835,7.242000000000001
1460-2725,3.2039999999999997
0898-2112,1.238
0962-9343,2.392
0748-8017,1.604
2223-4292,2.231
1768-6733,1.4409999999999998
1063-7818,1.151
1040-6182,2.1630000000000003
1600-0889,2.013
1133-0686,1.183
0021-1575,0.284
0040-5752,3.93
0040-585X,0.37799999999999995
0040-6031,2.189
0040-6090,1.939
0040-6090,1.939
0049-3848,2.779
1738-2696,1.216
0040-8727,1.423
0387-3870,0.242
1060-1872,0.337
0030-3755,1.605
0277-3791,4.334
0033-6297,1.338
2073-4859,1.371
0746-9179,0.109
1578-7303,1.074
0969-806X,1.435
0048-6604,1.4180000000000001
0048-6604,1.4180000000000001
0033-8222,1.807
0271-5333,3.2489999999999997
0033-8419,7.468999999999999
0033-8451,0.225
1746-0751,2.992
0273-2300,2.815
0278-4807,1.351
0278-4807,1.351
0951-8320,4.138999999999999
1120-6330,0.9309999999999999
1742-1705,1.7009999999999998
1364-0321,9.184
1340-6000,0.805
0030-4026,1.1909999999999998
1354-523X,2.31
0911-6028,0.466
0167-8094,0.353
0169-1368,3.9930000000000003
1566-1199,3.68
0030-5685,1.39
1531-7129,2.182
1942-0900,4.936
0191-9512,1.232
1540-7489,5.336
1736-6046,0.843
1741-7597,0.765
1741-7597,0.765
0954-4070,1.4140000000000001
0959-6518,0.988
1754-3371,1.07
0386-2194,0.292
0386-2208,1.771
0277-2248,0.972
0378-4274,3.1660000000000004
1470-1626,3.0860000000000003
0270-1367,2.2680000000000002
1422-6383,0.9690000000000001
0793-0135,2.1109999999999998
1807-1929,0.619
0249-7395,0.35
1389-9155,4.963
2253-654X,1.202
0304-4203,3.3369999999999997
1942-5120,1.58
0141-1136,3.159
1323-1650,1.6740000000000002
0962-8819,2.197
2047-9158,5.872000000000001
0966-3274,1.655
0169-3913,2.211
0191-2615,4.081
0361-1981,0.695
0041-1655,3.338
0049-4488,3.1510000000000002
0931-1890,1.7819999999999998
0169-5347,15.937999999999999
0169-5347,15.937999999999999
2331-2165,2.0
1471-4906,14.187999999999999
1471-4914,11.020999999999999
1360-1385,12.149000000000001
1545-858X,0.16
0049-4755,0.565
0025-3235,0.9129999999999999
1064-119X,1.207
1064-119X,1.207
0824-0469,1.909
0025-326X,3.241
0025-326X,3.241
0277-7037,9.526
1369-8001,2.593
0264-1275,4.525
2158-5849,1.597
0094-1492,0.14400000000000002
0025-5289,1.248
1345-9678,0.675
1331-0623,0.8290000000000001
1331-0623,0.8290000000000001
0378-4754,1.476
2156-8472,0.631
0932-4194,0.875
1874-8961,1.5730000000000002
0343-6993,0.233
0942-5616,0.522
1477-8599,1.6280000000000001
1432-2994,0.843
0025-5610,2.665
0945-053X,8.136000000000001
0945-053X,8.136000000000001
0025-6153,0.231
0025-6196,7.199
0361-929X,1.139
0020-2940,0.878
1335-8871,1.345
0957-0233,1.685
0543-1972,0.39
1537-6494,2.645
1537-6494,2.645
8755-1209,13.529000000000002
0022-2631,1.6380000000000001
1875-6859,0.231
1870-249X,0.643
1684-1182,2.094
0265-2048,1.7930000000000001
0903-4641,2.026
0195-6663,3.174
1038-6807,0.18600000000000003
0003-682X,1.7209999999999999
0883-9514,0.5870000000000001
0926-3373,11.698
0926-3373,11.698
0099-2240,3.633
0141-1187,1.95
0268-2605,3.5810000000000004
0003-6951,3.495
2050-7038,1.619
1742-4801,2.38
1757-9694,3.2939999999999996
1058-4587,0.36700000000000005
0342-4642,15.008
1828-0447,2.4530000000000003
1591-0199,1.021
1591-0199,1.021
0020-9910,2.767
0020-9996,6.224
1735-7020,1.043
1728-1997,0.526
0009-2819,1.723
0009-2363,1.258
0009-2363,1.258
0009-2363,1.258
0301-0104,1.7069999999999999
0893-228X,3.432
0009-2665,52.613
0379-864X,3.235
0306-0012,40.181999999999995
0009-2797,3.2960000000000003
2199-692X,3.173
1663-4365,3.582
2235-2988,3.52
1540-9295,8.302
1662-5161,2.8710000000000004
1662-5218,2.6060000000000003
2234-943X,4.416
2296-2360,2.335
1664-0640,2.8569999999999998
2095-2430,1.58
1742-9994,3.627
0378-3820,3.9560000000000004
0016-2663,0.5710000000000001
0169-2968,0.725
1749-4613,3.967
0920-3796,1.4369999999999998
1746-0913,3.19
1461-9555,1.49
0002-1482,0.225
0002-1482,0.225
0742-4477,1.147
0742-4477,1.147
0890-0604,1.045
0890-0604,1.045
0269-9370,4.914
1139-6121,2.775
2158-3226,1.653
2158-3226,1.653
1748-8842,0.753
1016-3328,0.48700000000000004
1598-8198,1.6369999999999998
0266-352X,3.138
0010-4620,0.792
0891-2017,1.319
1748-670X,1.545
1381-298X,0.6409999999999999
0045-7825,4.441
0305-0548,2.9619999999999997
0926-6003,1.413
0018-9162,1.94
1752-1505,3.305
0954-0091,0.9329999999999999
1524-1904,1.062
0144-8609,1.49
0044-8486,2.71
1015-1621,3.622
1687-1979,0.843
0137-5075,0.917
1559-3258,2.435
0376-8716,3.322
1347-4367,2.0869999999999997
1942-7603,2.9930000000000003
0012-6667,4.69
0143-7208,3.767
1056-2176,0.359
0179-051X,2.531
2079-7362,0.68
0196-0202,3.12
0196-0202,3.12
0167-9295,0.721
2333-5084,3.221
1866-3508,8.792
1959-0318,0.897
0301-9233,1.205
1531-0353,0.7070000000000001
0342-7188,1.653
0963-0651,1.828
1598-1657,0.374
1939-8018,1.088
1071-0922,1.102
1432-8488,2.509
1449-8596,1.078
0309-3247,1.32
0309-3247,1.32
1052-3057,1.598
0733-9445,1.903
0016-5107,7.204
0231-5882,1.479
0001-7701,1.7209999999999999
1356-9597,2.048
1341-7568,0.9129999999999999
1015-8146,0.14
0741-0395,2.544
1932-2259,3.713
1932-7501,1.685
1934-5925,3.095
1097-6647,5.457000000000001
1074-2484,2.9360000000000004
1074-2484,2.9360000000000004
0021-9517,6.7589999999999995
0021-9517,6.7589999999999995
0271-678X,6.045
0271-678X,6.045
0098-0331,2.419
1549-9596,3.804
1549-9596,3.804
0021-9606,2.843
0886-9383,1.5
1120-009X,1.49
0883-0738,1.665
0888-8892,5.89
1566-0621,2.025
0950-0618,3.485
0278-4343,1.942
1551-7144,2.658
0010-7514,4.07
0010-8545,14.499
1541-2555,2.6039999999999996
0045-8511,1.22
0029-1277,1.801
0262-6667,2.061
1433-5158,0.8
0928-1541,1.903
0018-8646,0.9620000000000001
1389-6911,0.313
0019-1442,0.252
1545-5963,2.428
1045-9243,3.0069999999999997
1553-877X,20.23
2162-2248,1.4340000000000002
2168-6831,4.9319999999999995
1094-6969,1.895
2329-7662,2.3040000000000003
0025-5858,0.444
0306-7319,1.3719999999999999
0960-3123,1.433
1735-1472,2.037
1094-2912,1.845
0020-7276,0.5
0020-7276,0.5
0885-6230,2.94
0142-727X,2.103
0142-727X,2.103
0017-9310,3.891
1094-3420,2.015
0360-3199,4.229
2090-0384,1.617
1557-1939,1.1420000000000001
1097-3958,1.454
0022-4790,2.886
0037-9980,0.414
1004-4132,0.5720000000000001
1932-1058,2.571
1976-9148,2.656
0968-0896,2.8810000000000002
1947-5535,1.827
0916-8451,1.255
0144-8463,2.8989999999999996
0956-5663,8.173
1052-0295,1.074
0885-4513,1.44
0006-3592,3.952
0264-8725,1.7
0959-2709,1.493
1542-0752,1.6030000000000002
1542-975X,3.531
0268-960X,6.6
1472-6785,2.315
0271-9142,4.227
0887-8013,1.3030000000000002
2077-0383,5.582999999999999
0736-0258,1.982
0962-1067,1.635
1053-4628,0.8540000000000001
0160-6689,4.247
1945-9645,1.619
0024-1164,2.218
1042-8194,2.6439999999999997
1042-8194,2.6439999999999997
0024-2829,1.865
1433-8351,23.333000000000002
1757-5664,1.038
1091-0344,1.339
0364-9059,2.065
0018-9197,2.069
0272-1732,1.913
1536-1268,3.022
1041-1135,2.4459999999999997
1943-0655,2.627
0003-925X,0.292
0003-925X,0.292
0022-1147,2.0180000000000002
1556-3693,0.642
1341-6979,0.9079999999999999
1069-5869,1.525
1550-624X,1.052
2093-582X,1.4
0944-1174,5.561
0884-8734,4.005
1059-7700,1.6980000000000002
0375-6742,2.858
0022-1376,2.015
0016-7649,2.6830000000000003
1050-6926,0.996
2169-9003,3.3369999999999997
1539-8412,2.096
0891-9887,2.1830000000000003
1744-3121,1.0
0394-6320,2.117
0884-8173,3.363
1368-2822,1.508
0937-9827,2.316
0890-6955,5.106
1960-6206,1.936
1569-1713,1.896
1402-9251,1.4380000000000002
1048-5252,0.63
0022-3115,2.447
0161-5505,7.439
1661-6499,2.0269999999999997
1554-7477,2.509
0272-6963,4.899
2090-004X,1.68
1943-0620,2.742
1755-8794,3.3169999999999997
1471-2458,2.42
1746-6148,1.9580000000000002
2046-3758,2.362
1239-6095,1.256
0717-9200,0.409
1751-5254,1.085
1751-5254,1.085
0953-6205,3.282
1438-7697,2.2
1469-0667,1.0
0953-816X,2.832
1090-3798,2.362
0929-1873,1.466
0932-4739,2.43
0968-5243,1.8319999999999999
0024-998X,0.6609999999999999
0792-1241,0.612
1475-2875,2.845
0127-9084,0.65
0126-8635,0.5539999999999999
1989-8649,2.037
0025-3162,2.215
1439-4235,2.947
0125-2526,0.409
0718-5839,0.775
1000-467X,3.822
2095-6975,1.9909999999999999
1749-8546,1.8019999999999998
1000-9361,1.614
1022-4653,0.65
0254-5861,0.659
1674-1137,3.298
0899-0042,1.8330000000000002
0009-5915,4.021
0967-3849,2.909
0742-0528,2.6430000000000002
1413-7054,0.672
0103-9954,0.436
0098-9134,0.752
2213-7165,2.022
2213-7165,2.022
0361-6878,1.3230000000000002
1606-0997,1.5319999999999998
0341-051X,0.094
0741-8329,2.425
0002-5100,8.727
0002-5232,0.527
1937-0652,0.977
0178-4617,0.667
2092-7355,3.8089999999999997
0893-0341,1.94
0002-7685,0.271
1533-3175,1.6019999999999999
1175-3277,2.6430000000000002
0192-415X,3.12
0002-9173,2.4130000000000003
0095-2990,2.231
0002-9254,1.765
0002-9254,1.765
0022-3239,1.234
1454-4164,0.39
0904-2512,2.237
0190-6011,3.09
1757-2215,2.367
1034-4810,1.449
1877-7171,3.1719999999999997
0022-3417,6.252999999999999
1818-0876,4.56
0125-877X,0.976
0515-0361,0.9059999999999999
1531-1074,3.61
0935-4956,11.610999999999999
0927-6505,3.2030000000000003
1292-8941,1.8019999999999998
1292-8941,1.8019999999999998
0924-9338,4.129
0940-6719,2.634
1682-8631,0.349
2475-0263,
1774-024X,4.417
1752-4571,4.694
1176-9343,1.8769999999999998
1938-2014,1.6769999999999998
2220-9964,1.723
0924-2716,5.994
1565-9801,0.976
0748-5492,1.03
2038-5625,0.314
1594-4077,0.99
0162-8178,0.2
1521-6543,3.236
2052-2525,6.544
2052-2525,6.544
0001-4338,0.457
1069-3513,0.642
0004-5411,1.744
1088-4602,0.7140000000000001
2152-2650,2.3080000000000003
2152-2650,2.3080000000000003
0009-8604,1.825
0009-8604,1.825
0009-8558,1.219
1545-1569,1.262
0891-1150,1.7830000000000001
0897-3806,1.9080000000000001
1415-4757,1.493
0016-6723,1.0590000000000002
1672-0229,6.615
0883-6353,1.453
0016-7029,0.6990000000000001
1384-6175,2.0909999999999997
1374-8505,0.914
1330-030X,0.449
1604-8156,0.479
1465-3060,1.157
1072-947X,0.48200000000000004
0315-0941,0.649
1079-2082,1.8719999999999999
0002-9327,1.38
0002-9394,4.795
0735-1631,1.6230000000000002
0735-1631,1.6230000000000002
0363-6135,3.569
1478-422X,1.071
0334-6005,1.66
1631-0691,1.3130000000000002
1631-0705,2.6460000000000004
0195-6671,1.9280000000000002
0749-0704,2.33
1045-4403,1.734
0011-183X,1.635
0011-2275,1.196
0705-5900,1.195
1448-7527,0.935
0004-959X,0.768
1836-716X,1.87
1030-1887,1.614
2052-1758,1.3119999999999998
2162-8769,1.808
1680-7073,0.89
0972-1665,0.563
0925-9899,0.73
1056-3911,1.351
1387-2877,3.4760000000000004
1738-8228,1.518
0023-6772,1.45
0140-6736,53.254
2352-3026,10.698
2352-3018,11.355
1474-4422,27.138
1085-3278,7.27
2115-8789,0.368
1103-5897,1.814
0392-0488,1.327
1548-1603,2.852
0921-8181,3.9819999999999998
0887-381X,0.688
1063-8539,0.647
1382-6905,0.927
0097-3165,0.93
2042-6305,1.906
0885-064X,1.1740000000000002
0920-654X,2.356
0929-5313,1.6059999999999999
0929-5313,1.6059999999999999
1555-1423,1.996
0021-9991,2.864
1064-2307,0.5539999999999999
2332-4309,0.7709999999999999
0169-7722,2.2840000000000003
1689-832X,2.146
2198-6436,3.548
0929-8673,3.469
0300-7995,2.665
0018-926X,4.13
1051-8223,1.288
0018-9286,5.007
0018-9286,5.007
1549-8328,2.823
1549-7747,2.45
2379-8920,1.952
2156-3950,1.66
2168-2267,8.802999999999999
2168-2267,8.802999999999999
1545-5971,4.41
0018-9359,1.6
0018-9359,1.6
0196-2892,4.662
1551-3203,5.43
1556-6013,5.824
0018-9448,2.187
1524-9050,4.051
1041-4347,2.775
1041-4347,2.775
1520-9210,3.977
2162-237X,7.982
1868-2529,2.889
1077-8926,0.762
1072-6691,0.9440000000000001
1935-7524,0.8140000000000001
0173-0835,2.569
0261-4189,10.557
0733-8627,1.429
2222-1751,6.032
2079-052X,0.609
1863-5407,2.312
1046-3976,2.541
1351-0088,5.331
0013-7227,3.9610000000000003
0378-7788,4.457
0195-6574,2.1319999999999997
0023-852X,2.4419999999999997
1043-8092,0.151
0196-8092,2.7260000000000004
0718-560X,0.48200000000000004
1679-7825,0.905
1679-7825,0.905
1527-5949,0.46
1344-6223,1.254
0006-8950,10.84
1068-3372,0.315
0022-0248,1.742
1296-2074,1.706
0022-0302,2.7489999999999997
1529-3785,0.731
1539-9087,1.156
0730-0301,4.3839999999999995
1094-9224,2.591
1049-3301,0.9309999999999999
2471-2566,0.444
1559-1131,1.163
1839-2571,0.735
1944-8244,8.097000000000001
2472-3452,
2380-8195,12.277000000000001
1936-0851,13.709000000000001
0906-4702,0.42
0044-5967,0.8370000000000001
0120-548X,0.525
0162-8828,9.455
0093-3813,1.253
0885-8950,5.255
0018-9529,2.7289999999999996
0894-6507,1.3359999999999999
1939-1374,4.418
1949-3053,7.364
1063-8210,1.744
1536-1276,5.888
1556-6072,6.037999999999999
1536-1284,9.202
1745-1337,0.337
1745-1337,0.337
2040-2295,1.261
1792-2720,0.069
0022-149X,1.344
1868-9256,0.447
0022-1511,0.865
0021-8286,0.311
0147-8885,0.075
1462-0316,0.715
0195-6701,3.3539999999999996
0950-9240,2.4330000000000003
1570-6443,2.0869999999999997
1464-7141,1.797
0022-1694,3.727
0046-9750,0.868
1698-6180,1.3019999999999998
1524-9557,3.826
2051-1426,8.374
1547-5816,0.9940000000000001
1178-2013,4.37
1475-7435,0.512
0363-9061,2.219
0271-2091,1.673
0961-5539,2.45
0020-7489,3.656
0959-289X,3.404
1753-3309,0.563
0020-7519,3.0780000000000003
2213-2244,2.7769999999999997
0378-5173,3.862
1110-662X,1.547
1735-6814,0.8859999999999999
0888-7462,0.182
0164-0291,1.278
0020-7543,2.623
1365-1501,1.337
1413-3555,1.699
1340-6868,1.7719999999999998
1556-8253,1.9509999999999998
0007-1048,5.127999999999999
0007-1145,3.657
0306-3674,7.867000000000001
0961-3218,3.468
0944-2669,1.7380000000000002
0008-0624,1.6030000000000002
0366-5232,0.292
0364-5916,1.935
0364-5916,1.935
